Fecha,Equipo,Componente,Aceite Lubricante,nflota,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad
2023-01-14 00:00:00,KOMATSU 960 E2-K,MANDO FINAL,MOBIL MOBILTRANS HD 30,G126,Muestreo,0.19,238,0.26,3,2,0.98,3,0.96,8818,834,983,19/18/13,12.64,98.54,1.53,1,0,9,6,1,560,1,11,71,1,6,4,25,1,2,3,9,1,3,7,78,162,B02672,2672,LAJ038,Normal
2023-01-14 00:00:00,KOMATSU 950 E4,MOTOR,MOBIL DELVAC 15W40,G128,Muestreo,0.01,190,0.16,2,1,1.55,1,0.41,1507,4554,683,21/18/14,13.61,103.61,2.94,8,1,11,0,7,500,4,25,132,2,1,8,25,3,6,5,21,0,6,4,14,217,C02673,2673,LAJ181,Atencion
2023-01-14 00:00:00,KOMATSU 950 E4,MANDO FINAL,MOBIL MOBILTRANS HD 30,914,Muestreo,0.77,246,0.43,1,0,1.5,4,0.96,7820,4569,210,19/16/13,14.63,98.56,0.45,8,1,7,8,8,727,3,13,47,5,5,3,7,8,7,7,10,3,6,5,9,95,E02674,2674,LAJ548,Normal
2023-01-14 00:00:00,CATERPILLAR 24M,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,915,Cambio Aceite,0.96,245,0.37,3,2,1.92,2,0.56,5858,4738,746,19/17/16,12.07,95.49,3.74,2,0,22,6,7,507,3,37,290,5,7,4,12,3,3,7,25,7,7,4,69,593,E02675,2675,LAJ098,Critico
2023-01-15 00:00:00,KOMATSU 930E-4SE,MOTOR,MOBIL DELVAC 15W40,G127,Muestreo,0.54,236,0.29,2,4,1.37,4,0.88,7604,2161,425,20/19/15,10.09,99.64,2.52,2,1,11,0,5,129,9,25,116,3,8,6,23,5,6,8,15,3,0,3,91,220,D02676,2676,LAJ590,Atencion
2023-01-15 00:00:00,KOMATSU 930 E4,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,513,Cambio Aceite,0.1,234,0.16,1,4,1.61,3,0.62,4373,3563,338,21/17/15,17.21,114.14,1.59,5,1,5,6,2,386,9,0,16,9,2,9,26,1,0,2,12,6,4,7,5,96,C02677,2677,LAJ486,Normal
2023-01-15 00:00:00,KOMATSU 950 E3,MOTOR,MOBIL DELVAC 15W40,915,Muestreo,0.86,186,0.1,0,3,0.18,2,0.64,5117,776,139,19/16/15,13.8,110.4,0.55,3,2,8,9,1,571,8,0,97,3,2,2,23,2,5,1,13,9,2,8,82,179,E02678,2678,LAJ277,Normal
2023-01-15 00:00:00,CATERPILLAR 24M,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,G128,Muestreo,0.19,242,0.48,2,3,1.38,3,0.36,9047,1409,420,20/16/15,16.53,118.83,1.0,0,2,1,8,3,563,2,1,26,9,7,5,5,5,5,6,9,4,9,6,36,89,D02679,2679,LAJ624,Normal
2023-01-15 00:00:00,KOMATSU 930 E3,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,G126,Cambio Aceite,0.79,214,0.42,0,1,1.0,4,0.49,6689,3373,305,18/18/15,12.97,94.69,0.55,6,0,8,0,8,217,3,2,12,9,0,6,1,0,3,9,8,6,9,6,28,16,C02680,2680,LAJ497,Normal
2023-01-16 00:00:00,KOMATSU 930 E3,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,512,Cambio Aceite,0.2,184,0.49,1,4,1.98,3,0.83,4693,1145,606,20/16/14,18.21,93.15,2.07,3,3,17,4,7,518,6,18,127,3,2,4,3,0,1,9,22,5,5,5,11,271,D02681,2681,LAJ841,Atencion
2023-01-16 00:00:00,KOMATSU 980 E5,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,RT2,Cambio Aceite,0.76,199,0.44,1,3,1.07,1,0.17,7439,3042,890,18/16/13,17.43,94.7,0.19,8,2,5,8,6,338,1,9,73,8,3,1,13,4,7,2,8,3,5,9,56,61,D02682,2682,LAJ571,Normal
2023-01-16 00:00:00,CAEX,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,911,Cambio Aceite,0.63,232,0.47,3,0,0.49,3,0.52,8497,3635,959,21/19/14,14.96,117.8,2.46,2,0,11,8,4,988,3,27,132,5,6,3,28,1,3,2,19,9,2,5,85,412,A02683,2683,LAJ954,Atencion
2023-01-16 00:00:00,KOMATSU 980 E5,SISTEMA HIDRAULICO,MOBIL DTE 24,RT3,Muestreo,0.05,239,0.15,4,3,0.08,3,0.77,7611,1685,244,18/19/15,15.72,92.07,1.73,1,3,8,3,5,817,2,8,54,4,6,3,15,3,3,4,3,9,6,4,45,9,B02684,2684,LAJ723,Normal
2023-01-16 00:00:00,KOMATSU 950 E3,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,914,Muestreo,0.71,198,0.45,3,4,1.78,3,0.84,6221,1301,207,20/16/15,15.95,107.59,2.68,4,1,15,4,4,278,5,25,139,3,6,9,17,5,9,3,16,9,1,9,20,470,B02685,2685,LAJ029,Atencion
2023-01-17 00:00:00,KOMATSU 930-E4,MANDO FINAL,MOBIL MOBILTRANS HD 30,RT1,Cambio Aceite,0.3,218,0.45,0,2,1.29,2,0.89,5087,869,853,21/19/16,17.69,104.08,0.36,9,2,7,6,6,148,5,12,56,2,4,6,3,5,5,5,11,7,4,3,11,67,A02686,2686,LAJ423,Normal
2023-01-17 00:00:00,CATERPILLAR 797F,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,915,Muestreo,0.04,243,0.4,2,1,1.55,1,0.56,9582,1882,886,18/16/13,11.85,86.23,1.51,0,4,1,8,7,85,3,1,96,6,0,8,21,3,4,3,12,8,3,7,38,163,C02687,2687,LAJ780,Normal
2023-01-17 00:00:00,CATERPILLAR 988H,MASA DERECHA,MOBIL MOBILTRANS HD 30,G126,Cambio Aceite,0.79,212,0.04,3,4,1.56,4,0.3,5582,542,617,21/16/16,15.96,88.81,2.26,0,2,18,3,0,23,6,16,177,1,1,3,2,0,2,3,23,2,6,7,44,248,A02688,2688,LAJ388,Atencion
2023-01-17 00:00:00,CAEX,MANDO FINAL,MOBIL MOBILTRANS HD 30,G129,Muestreo,0.39,247,0.19,3,2,1.83,4,1.0,7121,2390,323,21/16/14,12.58,83.53,0.7,2,0,6,4,5,661,7,4,6,8,6,1,9,7,1,2,1,4,3,6,5,80,B02689,2689,LAJ843,Normal
2023-01-17 00:00:00,KOMATSU 950 E4,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,913,Muestreo,0.52,230,0.16,2,2,1.85,4,0.29,9902,1427,381,18/16/15,14.92,119.03,1.48,4,1,2,0,4,70,8,7,71,4,9,2,29,6,7,0,4,1,5,9,63,191,D02690,2690,LAJ312,Normal
2023-01-18 00:00:00,KOMATSU 930 E4,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,G128,Muestreo,0.27,189,0.38,3,0,0.98,4,0.5,9523,4053,891,18/18/15,19.63,112.43,3.96,3,4,26,3,6,149,0,38,268,3,4,7,1,0,2,9,36,5,3,8,65,515,E02691,2691,LAJ933,Critico
2023-01-18 00:00:00,KOMATSU 930-E4,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,911,Cambio Aceite,0.1,235,0.22,1,0,1.66,1,0.87,4518,2165,885,21/19/14,13.58,82.44,0.33,7,4,1,4,0,897,3,8,1,4,3,9,17,8,5,6,14,9,4,5,4,132,A02692,2692,LAJ695,Normal
2023-01-18 00:00:00,KOMATSU 930-E4,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,G129,Cambio Aceite,0.67,239,0.12,0,4,1.62,2,0.69,8964,2661,937,19/19/15,16.48,81.35,0.87,8,2,2,7,9,776,5,10,68,9,5,0,29,5,4,9,4,3,3,1,0,42,D02693,2693,LAJ837,Normal
2023-01-18 00:00:00,CAEX,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,G126,Cambio Aceite,0.24,221,0.29,0,3,0.74,0,0.99,1923,2048,582,20/17/16,18.01,91.87,0.65,3,0,6,5,3,64,1,13,39,3,1,1,14,1,7,5,5,0,5,1,71,163,D02694,2694,LAJ055,Normal
2023-01-18 00:00:00,KOMATSU 980 E5,MOTOR TRACCION DER,MOBIL SHC GEAR 680,511,Cambio Aceite,0.34,182,0.24,3,3,0.1,1,0.17,2699,2719,960,19/19/15,18.18,102.19,0.31,8,0,4,7,9,519,8,11,62,1,3,4,0,1,4,4,9,5,8,8,63,32,E02695,2695,LAJ888,Normal
2023-01-19 00:00:00,KOMATSU 930 E5,MANDO FINAL,MOBIL MOBILTRANS HD 30,RT1,Muestreo,0.06,206,0.06,0,1,0.36,2,0.74,1867,892,735,18/17/15,15.05,89.79,1.0,6,3,1,8,3,865,2,1,32,7,2,3,12,6,4,0,5,9,0,7,46,121,C02696,2696,LAJ821,Normal
2023-01-19 00:00:00,KOMATSU 950 E4,MOTOR TRACCION DER,MOBIL SHC GEAR 680,512,Cambio Aceite,0.66,197,0.24,1,1,0.6,2,0.33,6956,2217,667,19/17/13,17.62,95.3,0.15,7,0,9,0,8,13,9,10,20,2,5,4,12,1,0,0,2,4,8,5,63,83,B02697,2697,LAJ057,Normal
2023-01-19 00:00:00,KOMATSU 950 E4,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,913,Muestreo,0.58,231,0.19,3,3,1.77,1,0.43,6566,3407,902,18/18/15,13.61,94.01,0.23,9,1,9,9,0,959,4,2,35,0,3,8,18,2,1,8,5,0,7,7,68,32,C02698,2698,LAJ102,Normal
2023-01-19 00:00:00,KOMATSU 930 E4,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,513,Cambio Aceite,0.04,232,0.21,2,2,1.44,2,0.65,9736,1541,848,20/19/15,18.59,85.07,0.53,6,4,0,5,3,645,6,10,22,4,1,9,26,6,8,2,7,7,4,0,83,144,B02699,2699,LAJ164,Normal
2023-01-19 00:00:00,KOMATSU 960 E2-K,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,G129,Muestreo,0.74,198,0.42,0,3,0.79,4,0.18,3038,876,550,21/17/16,18.86,104.8,3.3,1,2,24,5,9,537,1,33,235,9,3,3,28,1,6,4,26,0,6,9,52,576,A02700,2700,LAJ897,Critico
2023-01-20 00:00:00,KOMATSU 930-E4,SISTEMA HIDRAULICO,MOBIL DTE 24,G128,Muestreo,0.76,220,0.36,2,0,1.26,3,0.89,2569,3873,645,18/17/16,17.82,117.69,1.56,5,0,4,3,8,281,3,4,69,5,1,5,28,2,6,4,7,1,2,1,71,176,E02701,2701,LAJ932,Normal
2023-01-20 00:00:00,CATERPILLAR 797F,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,911,Muestreo,0.85,243,0.19,3,0,1.46,4,0.48,6655,4993,600,21/16/15,18.7,110.86,1.92,4,4,9,5,5,3,1,7,79,5,7,1,13,6,1,5,5,9,6,8,72,17,A02702,2702,LAJ554,Normal
2023-01-20 00:00:00,KOMATSU 930 E3,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,515,Muestreo,0.81,225,0.47,1,2,0.92,1,0.57,2527,4303,866,19/19/14,14.35,98.99,1.26,0,2,9,1,1,415,0,3,84,2,3,9,18,3,0,1,11,1,0,8,31,140,A02703,2703,LAJ386,Normal
2023-01-20 00:00:00,KOMATSU 930 E4,SISTEMA HIDRAULICO,MOBIL DTE 24,G126,Muestreo,0.62,213,0.26,0,2,0.75,1,0.4,7892,1939,611,20/16/13,11.21,87.89,1.25,5,2,5,4,2,292,8,6,16,1,8,9,11,2,7,0,6,6,9,4,56,69,D02704,2704,LAJ053,Normal
2023-01-20 00:00:00,KOMATSU 930-E4,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,512,Muestreo,0.25,180,0.37,0,3,0.12,4,0.72,7051,1791,162,18/19/16,12.61,86.39,2.15,0,3,13,4,5,146,2,27,140,1,9,8,5,1,5,6,15,4,9,7,86,381,B02705,2705,LAJ245,Atencion
2023-01-21 00:00:00,CATERPILLAR 797F,MOTOR TRACCION DER,MOBIL SHC GEAR 680,RT1,Cambio Aceite,0.9,180,0.02,3,0,1.74,2,0.11,2895,4607,463,20/17/14,12.07,102.97,1.82,5,3,9,2,8,723,0,7,71,5,3,1,3,9,4,6,2,3,1,9,7,180,C02706,2706,LAJ079,Normal
2023-01-21 00:00:00,KOMATSU 930 E3,SISTEMA HIDRAULICO,MOBIL DTE 24,512,Muestreo,0.09,246,0.5,0,1,1.61,1,0.81,8766,2489,565,21/18/15,19.85,94.6,0.1,2,2,0,6,4,865,7,11,58,3,9,0,13,4,6,0,11,5,7,5,34,57,B02707,2707,LAJ761,Normal
2023-01-21 00:00:00,KOMATSU 930 E4,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,G129,Cambio Aceite,0.02,208,0.18,0,3,0.54,4,0.7,8032,2552,490,19/18/15,10.73,106.9,1.38,1,2,1,2,6,183,5,14,85,4,8,8,13,0,1,2,5,3,0,0,30,20,B02708,2708,LAJ937,Normal
2023-01-21 00:00:00,CAEX,MOTOR,MOBIL DELVAC 15W40,RT2,Cambio Aceite,0.81,224,0.44,0,1,1.27,4,0.99,2402,1208,649,18/19/13,16.39,115.64,2.52,4,1,11,5,6,73,7,26,123,4,5,3,6,9,4,4,23,3,4,7,21,412,A02709,2709,LAJ344,Atencion
2023-01-21 00:00:00,KOMATSU 930 E5,MOTOR TRACCION DER,MOBIL SHC GEAR 680,511,Cambio Aceite,0.95,189,0.24,1,0,1.52,4,0.53,3604,2928,822,21/18/14,14.04,91.97,3.64,2,1,21,6,9,159,6,31,261,0,8,6,20,6,9,9,36,4,4,9,71,588,A02710,2710,LAJ273,Critico
2023-01-22 00:00:00,KOMATSU 930 E4,MANDO FINAL,MOBIL MOBILTRANS HD 30,RT3,Cambio Aceite,0.88,188,0.03,4,3,1.39,2,0.18,2504,3351,418,21/19/14,11.22,85.73,0.23,2,2,3,9,4,734,9,3,59,4,0,7,25,3,0,0,0,7,4,6,57,15,B02711,2711,LAJ466,Normal
2023-01-22 00:00:00,KOMATSU 950 E4,MOTOR TRACCION DER,MOBIL SHC GEAR 680,513,Cambio Aceite,0.01,187,0.2,4,0,1.48,0,0.89,3210,3720,747,18/19/13,19.4,113.67,2.11,1,4,16,3,5,895,7,17,158,9,3,9,15,8,7,1,18,9,8,5,19,305,B02712,2712,LAJ799,Atencion
2023-01-22 00:00:00,CATERPILLAR 24M,MASA DERECHA,MOBIL MOBILTRANS HD 30,G127,Muestreo,0.66,222,0.47,1,3,0.8,3,0.88,4168,611,532,21/19/15,16.41,86.2,1.88,1,0,2,8,9,82,6,3,53,4,9,4,8,5,1,0,4,2,3,8,34,73,D02713,2713,LAJ543,Normal
2023-01-22 00:00:00,CATERPILLAR 988H,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,G128,Cambio Aceite,0.32,229,0.43,1,3,1.8,4,0.3,7946,4021,249,18/19/16,16.23,91.7,1.66,7,1,6,7,6,831,8,11,42,4,1,6,8,6,3,7,8,0,3,1,69,21,A02714,2714,LAJ936,Normal
2023-01-22 00:00:00,KOMATSU 930E-4SE,SISTEMA HIDRAULICO,MOBIL DTE 24,915,Cambio Aceite,0.6,208,0.4,4,1,1.28,4,0.37,6631,1444,431,21/19/15,12.18,106.57,2.88,6,1,18,3,6,463,5,20,121,3,0,1,15,3,4,2,15,7,1,0,17,414,B02715,2715,LAJ304,Atencion
2023-01-23 00:00:00,CATERPILLAR 24M,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,RT3,Muestreo,0.97,205,0.45,3,2,1.86,0,0.11,2767,1464,926,21/17/14,19.9,109.53,2.47,7,1,12,4,8,990,7,25,198,9,4,7,10,8,9,1,20,0,4,2,83,220,A02716,2716,LAJ145,Atencion
2023-01-23 00:00:00,CATERPILLAR 797F,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,RT4,Cambio Aceite,0.14,200,0.2,1,4,1.14,4,0.55,5466,3877,930,20/18/14,13.87,96.6,2.82,4,0,11,3,0,37,3,26,107,5,8,0,29,3,0,3,18,6,5,5,40,259,D02717,2717,LAJ481,Atencion
2023-01-23 00:00:00,KOMATSU 930-E4,MASA DERECHA,MOBIL MOBILTRANS HD 30,G129,Cambio Aceite,0.24,240,0.41,0,3,1.85,4,0.08,8612,4751,341,18/19/15,15.16,114.31,2.13,8,0,11,9,6,257,3,16,192,8,9,9,26,5,8,3,24,8,0,4,65,329,C02718,2718,LAJ211,Atencion
2023-01-23 00:00:00,KOMATSU 930-E4,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,512,Cambio Aceite,0.29,232,0.29,3,2,1.22,4,0.59,4731,632,946,19/17/14,19.39,88.54,2.03,3,0,11,5,4,830,8,21,148,7,8,7,14,2,1,8,23,2,7,2,65,214,B02719,2719,LAJ509,Atencion
2023-01-23 00:00:00,KOMATSU 980 E5,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,G127,Cambio Aceite,0.54,184,0.34,3,0,1.25,3,0.17,5763,846,941,19/17/15,19.39,105.87,1.61,7,2,9,2,5,229,8,5,11,7,7,0,1,5,4,9,11,0,1,7,37,63,D02720,2720,LAJ944,Normal
2023-01-24 00:00:00,KOMATSU 930 E5,MOTOR TRACCION DER,MOBIL SHC GEAR 680,511,Muestreo,0.19,188,0.1,4,0,0.59,1,0.25,3878,4901,161,19/16/15,13.15,112.55,0.95,4,2,0,0,7,984,5,1,25,5,5,5,18,1,0,1,0,5,1,7,21,61,D02721,2721,LAJ831,Normal
2023-01-24 00:00:00,KOMATSU 930E-4SE,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,RT1,Cambio Aceite,0.3,202,0.03,1,2,1.11,1,0.92,1179,2032,440,20/17/15,13.26,109.6,0.54,9,3,4,1,8,518,2,0,75,3,9,9,1,8,3,1,8,2,7,6,64,50,C02722,2722,LAJ044,Normal
2023-01-24 00:00:00,KOMATSU 930E-4SE,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,RT1,Muestreo,0.33,228,0.34,3,4,1.67,4,0.75,1345,3974,665,21/17/15,17.37,107.22,1.9,7,1,4,7,3,493,0,12,0,8,7,9,1,1,1,9,9,6,7,5,8,101,B02723,2723,LAJ786,Normal
2023-01-24 00:00:00,CATERPILLAR 24M,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,RT1,Muestreo,0.15,219,0.22,0,0,0.82,2,0.61,6878,2967,160,21/16/15,12.77,98.55,2.94,7,2,13,4,8,166,5,18,105,0,6,4,28,1,5,9,24,5,8,2,89,234,C02724,2724,LAJ272,Atencion
2023-01-24 00:00:00,KOMATSU 950 E3,MOTOR TRACCION DER,MOBIL SHC GEAR 680,RT4,Muestreo,0.05,248,0.35,4,2,0.04,0,0.96,4944,1461,779,18/16/13,15.11,104.92,1.91,8,4,0,1,2,98,5,3,22,8,2,1,16,1,3,3,11,6,0,8,4,113,B02725,2725,LAJ673,Normal
2023-01-25 00:00:00,CATERPILLAR 797F,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,911,Cambio Aceite,0.7,192,0.09,0,1,0.69,2,0.45,4953,3154,103,19/18/14,12.45,91.26,0.8,3,2,1,1,2,358,8,14,11,2,4,2,0,6,2,8,11,4,1,0,56,0,D02726,2726,LAJ784,Normal
2023-01-25 00:00:00,CATERPILLAR 24M,MANDO FINAL,MOBIL MOBILTRANS HD 30,G126,Muestreo,0.48,236,0.17,2,2,0.97,2,0.95,1559,4439,813,19/19/15,10.36,108.12,3.89,6,1,25,8,8,593,1,36,201,5,5,6,25,5,7,0,34,8,6,4,84,506,A02727,2727,LAJ892,Critico
2023-01-25 00:00:00,CATERPILLAR 797F,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,RT1,Muestreo,0.56,188,0.38,1,1,0.63,1,0.25,1039,1803,368,21/16/14,13.9,108.73,3.99,7,0,21,8,0,449,0,44,291,9,6,0,22,6,8,4,34,8,6,8,1,539,C02728,2728,LAJ993,Critico
2023-01-25 00:00:00,CATERPILLAR 988H,SISTEMA HIDRAULICO,MOBIL DTE 24,G127,Cambio Aceite,0.52,185,0.19,3,0,0.03,0,0.75,7092,1386,565,19/19/15,11.47,80.93,0.3,3,0,4,0,6,459,9,5,94,0,4,6,6,4,7,0,5,2,0,0,19,118,E02729,2729,LAJ477,Normal
2023-01-25 00:00:00,KOMATSU 930 E5,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,911,Muestreo,0.9,188,0.06,3,3,1.26,2,0.78,1846,1477,764,21/16/15,13.44,113.32,2.38,9,0,19,3,1,145,7,27,185,6,4,2,26,6,3,8,19,5,6,7,20,210,B02730,2730,LAJ648,Atencion
2023-01-26 00:00:00,KOMATSU 930-E4,MOTOR,MOBIL DELVAC 15W40,914,Muestreo,0.77,231,0.43,4,4,1.19,2,0.68,9335,4938,556,20/17/16,12.5,112.91,2.68,6,3,13,8,8,364,4,27,192,3,2,1,12,4,3,3,19,8,3,7,87,336,D02731,2731,LAJ407,Atencion
2023-01-26 00:00:00,CAEX,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,912,Cambio Aceite,0.28,182,0.08,3,2,0.31,2,0.85,3463,1640,685,21/19/15,17.4,92.63,0.93,1,3,1,3,0,731,2,9,59,0,3,2,7,8,8,0,1,9,6,4,75,140,A02732,2732,LAJ300,Normal
2023-01-26 00:00:00,KOMATSU 930 E3,MANDO FINAL,MOBIL MOBILTRANS HD 30,G128,Cambio Aceite,0.68,194,0.05,1,3,0.14,1,0.65,1152,4872,649,20/19/15,11.41,116.81,1.39,6,1,8,8,1,312,0,1,61,3,9,4,24,7,1,2,1,7,4,7,9,140,B02733,2733,LAJ754,Normal
2023-01-26 00:00:00,CATERPILLAR 24M,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,515,Cambio Aceite,0.29,211,0.1,2,0,0.53,0,0.11,1987,3687,852,19/17/13,16.8,87.97,3.63,7,3,25,4,4,676,4,33,270,2,9,9,14,9,5,1,30,7,2,2,8,519,D02734,2734,LAJ488,Critico
2023-01-26 00:00:00,KOMATSU 950 E4,SISTEMA HIDRAULICO,MOBIL DTE 24,513,Cambio Aceite,0.56,216,0.15,4,2,1.0,4,0.31,9594,2188,792,20/18/16,14.4,92.04,2.77,6,1,14,9,2,706,9,23,169,1,0,2,2,6,8,9,21,1,6,4,10,276,D02735,2735,LAJ770,Atencion
2023-01-27 00:00:00,CATERPILLAR 24M,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,913,Muestreo,0.37,200,0.21,1,2,0.46,1,0.03,5694,4884,420,19/18/13,11.3,83.76,0.26,9,1,6,3,6,449,6,0,38,7,5,2,29,3,7,5,4,5,8,8,47,136,B02736,2736,LAJ112,Normal
2023-01-27 00:00:00,CATERPILLAR 797F,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,515,Cambio Aceite,0.93,238,0.2,2,0,0.68,1,0.46,9221,1145,727,20/17/14,13.69,96.55,1.16,3,3,3,9,4,126,6,13,17,3,1,0,14,2,5,6,14,5,1,6,99,164,D02737,2737,LAJ974,Normal
2023-01-27 00:00:00,KOMATSU 950 E4,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,G128,Cambio Aceite,0.67,228,0.13,3,4,0.31,2,0.05,9068,4913,316,18/17/15,19.55,81.83,1.02,6,1,9,2,4,899,9,1,14,0,9,2,25,4,5,9,1,0,9,2,50,169,B02738,2738,LAJ491,Normal
2023-01-27 00:00:00,KOMATSU 930E-4SE,SISTEMA HIDRAULICO,MOBIL DTE 24,RT1,Cambio Aceite,0.25,219,0.35,3,0,1.05,4,0.72,6354,3687,324,19/17/14,17.91,115.38,1.6,7,4,7,3,7,101,2,3,92,8,5,4,6,5,1,1,4,1,1,1,36,94,E02739,2739,LAJ036,Normal
2023-01-27 00:00:00,CATERPILLAR 797F,SISTEMA HIDRAULICO,MOBIL DTE 24,G129,Cambio Aceite,0.59,180,0.38,2,4,0.05,4,0.65,5708,3743,406,19/18/13,15.65,98.14,1.1,1,2,0,8,9,607,0,7,10,5,2,7,9,5,2,7,4,7,1,3,75,148,C02740,2740,LAJ525,Normal
2023-01-28 00:00:00,KOMATSU 980 E5,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,G126,Muestreo,0.11,205,0.21,4,4,1.12,4,0.89,5165,2660,186,21/19/13,12.52,103.35,0.69,8,2,2,3,4,318,7,2,65,0,4,3,2,8,2,7,9,1,2,4,46,78,A02741,2741,LAJ643,Normal
2023-01-28 00:00:00,KOMATSU 930 E3,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,511,Muestreo,0.29,196,0.14,2,1,1.22,4,0.14,1549,3346,487,18/16/15,16.85,103.92,1.04,4,3,1,3,3,350,6,1,31,9,7,8,20,8,5,5,6,2,0,3,93,64,A02742,2742,LAJ485,Normal
2023-01-28 00:00:00,KOMATSU 930 E3,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,914,Muestreo,0.38,231,0.28,3,4,1.23,1,0.6,1589,1886,252,20/19/13,12.34,117.67,2.14,4,0,12,2,0,651,2,20,176,8,5,5,1,6,7,2,17,5,1,4,11,264,C02743,2743,LAJ200,Atencion
2023-01-28 00:00:00,CATERPILLAR 797F,MASA DERECHA,MOBIL MOBILTRANS HD 30,912,Cambio Aceite,0.2,200,0.27,3,0,1.86,3,0.96,1743,4567,879,20/18/13,19.94,107.29,0.7,5,2,0,9,2,50,9,10,63,6,4,0,19,0,9,7,6,6,2,3,47,38,D02744,2744,LAJ923,Normal
2023-01-28 00:00:00,KOMATSU 930 E4,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,913,Cambio Aceite,0.03,227,0.21,3,3,0.01,0,0.62,2946,1694,591,18/19/15,11.66,98.82,0.12,6,0,9,7,7,389,8,10,27,5,7,2,9,6,9,3,4,7,0,4,95,143,B02745,2745,LAJ703,Normal
2023-01-29 00:00:00,KOMATSU 930-E4,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,RT3,Muestreo,0.14,235,0.39,3,0,0.32,3,0.88,1949,882,384,18/18/16,18.51,89.5,1.99,7,1,0,4,5,153,6,6,95,3,3,7,2,5,9,5,10,2,5,8,57,10,A02746,2746,LAJ647,Normal
2023-01-29 00:00:00,KOMATSU 950 E3,MANDO FINAL,MOBIL MOBILTRANS HD 30,913,Cambio Aceite,0.55,228,0.18,2,3,0.98,0,0.19,5407,3397,843,20/17/15,16.56,90.9,0.19,9,3,7,2,2,169,3,7,51,9,6,1,2,0,4,7,14,3,3,2,9,196,D02747,2747,LAJ696,Normal
2023-01-29 00:00:00,CAEX,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,512,Muestreo,0.01,221,0.27,0,0,0.91,1,0.38,9473,813,988,20/18/16,17.93,119.09,2.37,0,3,13,3,0,42,8,23,167,2,2,9,0,4,8,9,23,8,3,4,17,267,D02748,2748,LAJ681,Atencion
